LOG_NO,by_year_complaint_date,CURRENT_STATUS,FINAL_CATEGORY
1,01/01/2023 12:00:00 AM,Advocate Review,Crime Misconduct Theft
1,01/01/2022 12:00:00 AM,Case Final,Excessive Force Unnecessary Exhibition of Weapon Non Pointing
7,01/01/2023 12:00:00 AM,Under BIA Investigation,Civil Rights Violation Improper Search Vehicle No Damage
6,01/01/2022 12:00:00 AM,Case Final,"Operation/Personnel Violations Leaving Assignment (District, Beat, Sector, Court)"
1,01/01/2019 12:00:00 AM,Case Final,Domestic Incidents
6,01/01/2023 12:00:00 AM,Administratively Closed,Traffic (Not Bribery/Excessive Force) Improper Processing/Reporting/Procedures Citation
1,01/01/2023 12:00:00 AM,Administratively Closed,Civil Rights Violation Improper Stop/Seizure Property Non Premise
1,01/01/2020 12:00:00 AM,Administratively Closed,Operation/Personnel Violations Political Activity
5,01/01/2020 12:00:00 AM,Administratively Closed,Crime Misconduct Other Felony
12,01/01/2021 12:00:00 AM,Administratively Closed,Operation/Personnel Violations Slow/ No Response
1,01/01/2022 12:00:00 AM,Administratively Closed,Domestic Incidents Domestic Incident - Physical Abuse Serious Bodily Injury Not Involving a Minor
3,01/01/2021 12:00:00 AM,Case Final,Arrest/Lockup Incidents Lock Up Incident Non-Serious Bodily Injury
8,01/01/2023 12:00:00 AM,Administratively Closed,Conduct Unbecoming Violations Altercation/Disturbance Other
2,01/01/2019 12:00:00 AM,Case Final,Alcohol/Drug Abuse Impairment .04 - .079
1,01/01/2023 12:00:00 AM,OLA Review,Alcohol/Drug Abuse Intoxicated
1,01/01/2020 12:00:00 AM,Case Final,Alcohol/Drug Abuse D.U.I Accidental Property Damage
40,01/01/2020 12:00:00 AM,Case Final,Conduct Unbecoming Violations Abuse of Authority
1,01/01/2020 12:00:00 AM,Administratively Closed,Domestic Incidents Domestic Incident
1,01/01/2020 12:00:00 AM,OLA Review,"Crime Misconduct Assault/Battery, etc."
6,01/01/2019 12:00:00 AM,Advocate Review,Arrest/Lockup Incidents Search Person / Property
1,01/01/2022 12:00:00 AM,Administratively Closed,Crime Misconduct Burglary
10,01/01/2023 12:00:00 AM,Administratively Closed,Civil Rights Violation Improper Arrest Miranda Rights Not Communicated
3,01/01/2020 12:00:00 AM,Under BIA Investigation,Operation/Personnel Violations EEO Investigations Hostile Work Environment
1,01/01/2023 12:00:00 AM,Under BIA Investigation,Supervisory Responsibilities Conduct an Improper/Inadequate Investigation
10,01/01/2019 12:00:00 AM,Case Final,Traffic (Not Bribery/Excessive Force) Improper Processing/Reporting/Procedures Traffic Crash Report
1,01/01/2019 12:00:00 AM,Case Final,Crime Misconduct Conspiracy to Commit a Crime
7,01/01/2021 12:00:00 AM,Administratively Closed,Operation/Personnel Violations Absent without Permission
1,01/01/2023 12:00:00 AM,Under BIA Investigation,Excessive Force Weapon No Injury
4,01/01/2019 12:00:00 AM,Case Final,Traffic (Not Bribery/Excessive Force) Improper Processing/Reporting/Procedures Citation
4,01/01/2023 12:00:00 AM,Under District Investigation,Conduct Unbecoming Violations Traffic Violations (Other than D.U.I)
1,01/01/2022 12:00:00 AM,Administratively Closed,Crime Misconduct Sexual Misconduct Criminal Allegation Aggravated
2,01/01/2021 12:00:00 AM,Case Final,Medical Integrity Violation of Medical Restriction
2,01/01/2022 12:00:00 AM,Advocate Review,Arrest/Lockup Incidents Prisoner's Property
10,01/01/2021 12:00:00 AM,Administratively Closed,Operation/Personnel Violations Reports FALSE
1,01/01/2019 12:00:00 AM,Administratively Closed,Conduct Unbecoming Violations Altercation/Disturbance Traffic
4,01/01/2022 12:00:00 AM,Case Final,Alcohol/Drug Abuse Possession/Drinking Alcohol/Drug Use
1,01/01/2021 12:00:00 AM,Advocate Review,Supervisory Responsibilities Properly Monitor/Inspect Subordinate
5,01/01/2022 12:00:00 AM,Investigator Assignment,Operation/Personnel Violations Inadequate/Failure to Provide Service
13,01/01/2022 12:00:00 AM,Advocate Review,Operation/Personnel Violations Conduct Unbecoming
2,01/01/2020 12:00:00 AM,Case Final,Conduct Unbecoming Violations Altercation/Disturbance Traffic
7,01/01/2020 12:00:00 AM,Administratively Closed,Crime Misconduct
1,01/01/2019 12:00:00 AM,Administratively Closed,Operation/Personnel Violations Employment Action - Shakman Decree
1,01/01/2022 12:00:00 AM,Advocate Review,Medical Integrity Medical Role Violation Not at Home
2,01/01/2021 12:00:00 AM,Administratively Closed,Traffic (Not Bribery/Excessive Force) Violation (other than D.U.I.)
13,01/01/2023 12:00:00 AM,Case Final,Operation/Personnel Violations Reports Improper
4,01/01/2019 12:00:00 AM,Case Final,Civil Rights Violation Improper Search
1,01/01/2020 12:00:00 AM,Administratively Closed,"Bribery/Official Corruption Bribe, Failure to Report"
2,01/01/2020 12:00:00 AM,Administratively Closed,Domestic Incidents Domestic Altercation Physical Abuse Non-Serious Bodily Injury
7,01/01/2020 12:00:00 AM,Under District Investigation,Operation/Personnel Violations Inadequate/Failure to Provide Service
1,01/01/2021 12:00:00 AM,Case Final,Arrest/Lockup Incidents Prisoner's Property Money Failed to Issue Receipt
3,01/01/2023 12:00:00 AM,Under District Investigation,Traffic (Not Bribery/Excessive Force) Improper Processing/Reporting/Procedures
1,01/01/2019 12:00:00 AM,Case Final,Civil Suits State Civil Suit
5,01/01/2023 12:00:00 AM,Under BIA Investigation,Arrest/Lockup Incidents Prisoner's Property Money Failed to Inventory
2,01/01/2022 12:00:00 AM,Under BIA Investigation,Operation/Personnel Violations Reports Improper
1,01/01/2023 12:00:00 AM,Command Channel Review,Conduct Unbecoming Violations Altercation/Disturbance
2,01/01/2019 12:00:00 AM,Case Final,"Crime Misconduct Drugs/Controlled Substance, Possession or Sale"
1,01/01/2021 12:00:00 AM,Administratively Closed,Traffic (Not Bribery/Excessive Force) Parking Complaints
2,01/01/2023 12:00:00 AM,Under BIA Investigation,Operation/Personnel Violations Workplace Violence
1,01/01/2021 12:00:00 AM,Case Final,Conduct Unbecoming Violations Altering Official Documents Court
63,01/01/2022 12:00:00 AM,Under BIA Investigation,Operation/Personnel Violations Inadequate/Failure to Provide Service
2,01/01/2023 12:00:00 AM,Under BIA Investigation,Excessive Force Unnecessary Physical Contact No Injury
15,01/01/2022 12:00:00 AM,Case Final,Conduct Unbecoming Violations Altercation/Disturbance Other
28,01/01/2023 12:00:00 AM,Command Channel Review,Operation/Personnel Violations Conduct Unbecoming
23,01/01/2023 12:00:00 AM,Under District Investigation,Operation/Personnel Violations Misuse of Department Equipment/Supplies
22,01/01/2021 12:00:00 AM,Under BIA Investigation,
1,01/01/2020 12:00:00 AM,Administratively Closed,Crime Misconduct Sex Offense Other Non-Criminal
8,01/01/2023 12:00:00 AM,Under BIA Investigation,Civil Rights Violation Improper Stop/Seizure Vehicle
2,01/01/2022 12:00:00 AM,Advocate Review,Traffic (Not Bribery/Excessive Force) Fail to Enforce Traffic Regulations
2,01/01/2022 12:00:00 AM,Administratively Closed,Drugs/Substance Abuse Use/Abuse Drugs/Controlled Substance
2,01/01/2021 12:00:00 AM,Case Final,Operation/Personnel Violations Unfit for Duty
2,01/01/2021 12:00:00 AM,Administratively Closed,Conduct Unbecoming Violations Equipment Irregularity
2,01/01/2020 12:00:00 AM,Case Final,Crime Misconduct Conspiracy to Commit a Crime
3,01/01/2019 12:00:00 AM,Case Final,Drugs/Substance Abuse Use/Abuse Drugs/Controlled Substance
3,01/01/2023 12:00:00 AM,Under BIA Investigation,Medical Integrity Working while on the Medical/IOD
3,01/01/2022 12:00:00 AM,Case Final,Supervisory Responsibilities Initiate Proper Action
1,01/01/2022 12:00:00 AM,Case Final,Medical Integrity Medical Role Violation Failure to Provide Proper Documentation
27,01/01/2023 12:00:00 AM,Administratively Closed,Operation/Personnel Violations Reports Fail to Submit
1,01/01/2021 12:00:00 AM,Command Channel Review,Supervisory Responsibilities Properly Direct Subordinate
7,01/01/2021 12:00:00 AM,Case Final,Operation/Personnel Violations Reports
20,01/01/2021 12:00:00 AM,Case Final,"Arrest/Lockup Incidents Arrest, Improper, Procedures *Fail to follow G.O.'s"
37,01/01/2020 12:00:00 AM,Case Final,Operation/Personnel Violations Misuse of Department Equipment/Supplies
1,01/01/2019 12:00:00 AM,Command Channel Review,Conduct Unbecoming Violations Indebtedness to City
9,01/01/2019 12:00:00 AM,Administratively Closed,Conduct Unbecoming Violations Abuse of Authority
1,01/01/2022 12:00:00 AM,Under District Investigation,Excessive Force No Weapon
3,01/01/2022 12:00:00 AM,Command Channel Review,Operation/Personnel Violations Reports FALSE
4,01/01/2023 12:00:00 AM,Under BIA Investigation,Operation/Personnel Violations EEO Investigations Hostile Work Environment
2,01/01/2020 12:00:00 AM,Command Channel Review,Operation/Personnel Violations Traffic Pursuit
1,01/01/2020 12:00:00 AM,Case Final,Domestic Incidents Domestic Incident - Physical Abuse Non-Serious Bodily Injury Not Involving a Minor
2,01/01/2021 12:00:00 AM,Administratively Closed,Crime Misconduct Sexual Misconduct Criminal Allegation Aggravated
2,01/01/2019 12:00:00 AM,Administratively Closed,Civil Rights Violation Improper Stop/Seizure Person Protective Pat Down
2,01/01/2019 12:00:00 AM,Under BIA Investigation,Operation/Personnel Violations EEO Investigations Sexual Orientation
1,01/01/2022 12:00:00 AM,Under District Investigation,Crime Misconduct Theft
1,01/01/2022 12:00:00 AM,Under BIA Investigation,Operation/Personnel Violations Insubordination
6,01/01/2020 12:00:00 AM,Command Channel Review,Operation/Personnel Violations Neglect of Duty
5,01/01/2019 12:00:00 AM,Advocate Review,Operation/Personnel Violations Reports Fail to Submit
1,01/01/2019 12:00:00 AM,Administratively Closed,Arrest/Lockup Incidents Prisoner's Property
5,01/01/2023 12:00:00 AM,Under BIA Investigation,Supervisory Responsibilities Fail to Obtain a Complaint Register Number
3,01/01/2019 12:00:00 AM,Administratively Closed,Weapon Discharge Taser
1,01/01/2023 12:00:00 AM,Administratively Closed,Domestic Incidents Domestic Incident - No Physical Abuse Intimidation Not Involving a Minor
1,01/01/2021 12:00:00 AM,OLA Review,Alcohol/Drug Abuse Intoxicated
2,01/01/2020 12:00:00 AM,Case Final,Arrest/Lockup Incidents Lock Up Incident No Injury
807,01/01/2020 12:00:00 AM,Case Final,Operation/Personnel Violations Inadequate/Failure to Provide Service
6,01/01/2022 12:00:00 AM,Advocate Review,Verbal Abuse Profanity
9,01/01/2023 12:00:00 AM,Under District Investigation,Operation/Personnel Violations Reports Improper
1,01/01/2023 12:00:00 AM,Under BIA Investigation,Conduct Unbecoming Violations Altercation/Disturbance Traffic
1,01/01/2023 12:00:00 AM,Case Final,Operation/Personnel Violations Lunch/Personal Violations
1,01/01/2021 12:00:00 AM,Case Final,Civil Rights Violation Improper Search Person Protective Pat Down
1,01/01/2020 12:00:00 AM,Command Channel Review,Conduct Unbecoming Violations Altercation/Disturbance
1,01/01/2020 12:00:00 AM,Case Final,Alcohol/Drug Abuse D.U.I Accidental Injury
3,01/01/2023 12:00:00 AM,Advocate Review,Operation/Personnel Violations Insubordination
8,01/01/2022 12:00:00 AM,Under District Investigation,Operation/Personnel Violations Failure to Identify
5,01/01/2019 12:00:00 AM,Command Channel Review,Operation/Personnel Violations Conduct Unbecoming
13,01/01/2023 12:00:00 AM,Under BIA Investigation,Crime Misconduct Theft
10,01/01/2021 12:00:00 AM,Administratively Closed,Crime Misconduct Theft
1,01/01/2023 12:00:00 AM,Under BIA Investigation,Excessive Force No Weapon Serious Bodily Injury
1,01/01/2022 12:00:00 AM,Under MLAS Investigation,"Crime Misconduct Assault/Battery, etc."
4,01/01/2021 12:00:00 AM,Under BIA Investigation,Operation/Personnel Violations Insubordination
1,01/01/2020 12:00:00 AM,Under District Investigation,Operation/Personnel Violations Reports Fail to Submit
1,01/01/2019 12:00:00 AM,Administratively Closed,Conduct Unbecoming Violations Altercation/Disturbance
1,01/01/2022 12:00:00 AM,Case Final,Civil Rights Violation Improper Stop/Seizure Property Non Premise
1,01/01/2020 12:00:00 AM,Command Channel Review,Supervisory Responsibilities Conduct an Improper/Inadequate Investigation
2,01/01/2023 12:00:00 AM,Administratively Closed,Operation/Personnel Violations Reports
1,01/01/2023 12:00:00 AM,Under BIA Investigation,Operation/Personnel Violations Secondary / Special Employment
1,01/01/2021 12:00:00 AM,Case Final,Operation/Personnel Violations EEO Investigations
1,01/01/2022 12:00:00 AM,Case Final,Domestic Incidents Domestic Incident - No Physical Abuse Violation of Court Order Not Involving a Minor
2,01/01/2022 12:00:00 AM,Administratively Closed,Traffic (Not Bribery/Excessive Force) Improper Processing/Reporting/Procedures Traffic Crash Report
5,01/01/2021 12:00:00 AM,Case Final,Verbal Abuse Allegations of Bias
7,01/01/2020 12:00:00 AM,Case Final,Traffic (Not Bribery/Excessive Force) Preventable Traffic Accident
115,01/01/2022 12:00:00 AM,Under District Investigation,Operation/Personnel Violations Neglect of Duty
2,01/01/2022 12:00:00 AM,Case Final,Arrest/Lockup Incidents Bonding/Booking/Processing *Fail to follow G.O.'s
13,01/01/2023 12:00:00 AM,Case Final,Operation/Personnel Violations Misuse of Department Equipment/Supplies
47,01/01/2019 12:00:00 AM,Case Final,Operation/Personnel Violations Inventory Procedures - Non-Arrestee
5,01/01/2022 12:00:00 AM,Under District Investigation,Operation/Personnel Violations Inventory Procedures - Non-Arrestee
1,01/01/2022 12:00:00 AM,Under BIA Investigation,Operation/Personnel Violations Workplace Violence
21,01/01/2020 12:00:00 AM,Case Final,Arrest/Lockup Incidents Search Person / Property
450,01/01/2023 12:00:00 AM,Under District Investigation,
2,01/01/2021 12:00:00 AM,Case Final,Search Warrants Improper Documentation
1,01/01/2022 12:00:00 AM,Case Final,Medical Integrity Medical Role Violation Failure to Receive Approval for Travel
20,01/01/2023 12:00:00 AM,Under District Investigation,Conduct Unbecoming Violations Abuse of Authority
2,01/01/2023 12:00:00 AM,Administratively Closed,Traffic (Not Bribery/Excessive Force) Misconduct During Issuance of Citation
2,01/01/2023 12:00:00 AM,Under District Investigation,Traffic (Not Bribery/Excessive Force) Improper Processing/Reporting/Procedures Traffic Crash Report
19,01/01/2022 12:00:00 AM,Administratively Closed,Operation/Personnel Violations Failure to Identify
1,01/01/2019 12:00:00 AM,Administratively Closed,Alcohol/Drug Abuse Possession/Drinking Alcohol/Drug Use
1,01/01/2023 12:00:00 AM,Case Final,Medical Integrity Medical Role Violation Not at Home
1,01/01/2021 12:00:00 AM,Command Channel Review,Operation/Personnel Violations Misuse of Department Equipment/Supplies
36,01/01/2021 12:00:00 AM,Case Final,Conduct Unbecoming Violations Harassment Allegations of Bias
1,01/01/2023 12:00:00 AM,Command Channel Review,Operation/Personnel Violations EEO Investigations Hostile Work Environment
1,01/01/2019 12:00:00 AM,Advocate Review,Supervisory Responsibilities Conduct an Improper/Inadequate Investigation
1,01/01/2021 12:00:00 AM,Administratively Closed,Conduct Unbecoming Violations Weapon Irregularity Unauthorized Weapon
2,01/01/2020 12:00:00 AM,Administratively Closed,Conduct Unbecoming Violations Altercation/Disturbance Neighbor
2,01/01/2023 12:00:00 AM,Case Final,Civil Rights Violation Improper Stop/Seizure Person Protective Pat Down
3,01/01/2023 12:00:00 AM,Case Final,Civil Rights Violation Improper Search
1,01/01/2023 12:00:00 AM,Advocate Review,Operation/Personnel Violations Secondary / Special Employment
1,01/01/2023 12:00:00 AM,Under District Investigation,Operation/Personnel Violations Weapon
27,01/01/2021 12:00:00 AM,Administratively Closed,"Crime Misconduct Assault/Battery, etc."
3,01/01/2020 12:00:00 AM,Case Final,Traffic (Not Bribery/Excessive Force) Fail to Enforce Traffic Regulations
9,01/01/2020 12:00:00 AM,Under BIA Investigation,Operation/Personnel Violations Inadequate/Failure to Provide Service
1,01/01/2020 12:00:00 AM,Case Final,Civil Rights Violation Improper Stop/Seizure Person
4,01/01/2022 12:00:00 AM,Administratively Closed,Civil Rights Violation Improper Stop/Seizure Person Protective Pat Down
1,01/01/2019 12:00:00 AM,Under BIA Investigation,Conduct Unbecoming Violations Abuse of Authority
2,01/01/2019 12:00:00 AM,Case Final,Bribery/Official Corruption False Testimony
1,01/01/2019 12:00:00 AM,Administratively Closed,Coercion Threat of Violence
1,01/01/2020 12:00:00 AM,Case Final,Operation/Personnel Violations Late - Roll Call / Assignment / Court
13,01/01/2022 12:00:00 AM,Administratively Closed,Crime Misconduct Theft
1,01/01/2022 12:00:00 AM,Under BIA Investigation,Civil Rights Violation Improper Stop/Seizure Person Protective Pat Down
1,01/01/2021 12:00:00 AM,Advocate Review,Operation/Personnel Violations Traffic Pursuit No Injury
6,01/01/2020 12:00:00 AM,Administratively Closed,Conduct Unbecoming Violations Harassment Allegations of Bias
2,01/01/2021 12:00:00 AM,Administratively Closed,Domestic Incidents Domestic Incident - Physical Abuse Non-Serious Bodily Injury Involving a Minor
1,01/01/2019 12:00:00 AM,Administratively Closed,Crime Misconduct Sexual Misconduct Sexual Assault Aggravated
3,01/01/2022 12:00:00 AM,Advocate Review,Conduct Unbecoming Violations Abuse of Authority
1,01/01/2022 12:00:00 AM,Advocate Review,Conduct Unbecoming Violations Altercation/Disturbance
2,01/01/2023 12:00:00 AM,Administratively Closed,Excessive Force Unnecessary Physical Contact
7,01/01/2023 12:00:00 AM,Under BIA Investigation,Civil Rights Violation Improper Arrest Miranda Rights Communicated
1,01/01/2022 12:00:00 AM,Under BIA Investigation,"Crime Misconduct Drugs/Controlled Substance, Possession or Sale"
1,01/01/2019 12:00:00 AM,Case Final,Medical Integrity Medical Role Violation Failure to Receive Approval for Travel
1,01/01/2019 12:00:00 AM,OLA Review,Operation/Personnel Violations Reports FALSE
5,01/01/2019 12:00:00 AM,Case Final,Civil Rights Violation Improper Stop/Seizure Person
2,01/01/2023 12:00:00 AM,Under BIA Investigation,Operation/Personnel Violations Absent without Permission
6,01/01/2022 12:00:00 AM,Under BIA Investigation,Operation/Personnel Violations Inventory Procedures - Non-Arrestee
2,01/01/2020 12:00:00 AM,Administratively Closed,Verbal Abuse
5,01/01/2020 12:00:00 AM,Administratively Closed,Conduct Unbecoming Violations Abuse of Authority
1,01/01/2021 12:00:00 AM,Under BIA Investigation,Traffic (Not Bribery/Excessive Force) Preventable Traffic Accident
5,01/01/2019 12:00:00 AM,Case Final,Conduct Unbecoming Violations Association with Felon
58,01/01/2020 12:00:00 AM,Administratively Closed,
1,01/01/2019 12:00:00 AM,Case Final,Supervisory Responsibilities  Conduct an Improper/Inadequate Investigation
1,01/01/2021 12:00:00 AM,Command Channel Review,Operation/Personnel Violations Reports Fail to Submit
11,01/01/2023 12:00:00 AM,Under District Investigation,"Arrest/Lockup Incidents Arrest, Improper, Procedures *Fail to follow G.O.'s"
1,01/01/2019 12:00:00 AM,Advocate Review,Operation/Personnel Violations Failure to Identify
211,01/01/2023 12:00:00 AM,Case Final,Operation/Personnel Violations Inadequate/Failure to Provide Service
1,01/01/2019 12:00:00 AM,Advocate Review,Conduct Unbecoming Violations Weapon Irregularity Lost/Stolen Weapon
3,01/01/2023 12:00:00 AM,Under BIA Investigation,Civil Rights Violation Improper Arrest Planting Item - Person Controlled Substance
3,01/01/2023 12:00:00 AM,Under District Investigation,Arrest/Lockup Incidents Prisoner's Property Money Failed to Inventory
8,01/01/2021 12:00:00 AM,Administratively Closed,Operation/Personnel Violations Inventory Procedures - Non-Arrestee
29,01/01/2020 12:00:00 AM,Advocate Review,Operation/Personnel Violations Neglect of Duty
4,01/01/2022 12:00:00 AM,Command Channel Review,Operation/Personnel Violations Inventory Procedures - Non-Arrestee
1,01/01/2022 12:00:00 AM,Under BIA Investigation,Crime Misconduct Other Felony
1,01/01/2022 12:00:00 AM,Administrative Closure Review,Operation/Personnel Violations Neglect of Duty
4,01/01/2023 12:00:00 AM,Under BIA Investigation,Civil Rights Violation Improper Search Person Protective Pat Down
4,01/01/2022 12:00:00 AM,Case Final,Verbal Abuse Allegations of Bias
1,01/01/2019 12:00:00 AM,Case Final,Domestic Incidents Domestic Incident
12,01/01/2022 12:00:00 AM,Case Final,Operation/Personnel Violations Weapon Lost/Stolen Weapon
1,01/01/2023 12:00:00 AM,Administratively Closed,Operation/Personnel Violations EEO Investigations Disability
2,01/01/2019 12:00:00 AM,Advocate Review,Operation/Personnel Violations Traffic Pursuit Serious Bodily Injury
6,01/01/2023 12:00:00 AM,Advocate Review,Operation/Personnel Violations Weapon Lost/Stolen Weapon
2,01/01/2021 12:00:00 AM,Case Final,Arrest/Lockup Incidents Prisoner's Property
1,01/01/2023 12:00:00 AM,Under District Investigation,Operation/Personnel Violations Weapon Other
31,01/01/2022 12:00:00 AM,Case Final,Operation/Personnel Violations Slow/ No Response
2,01/01/2021 12:00:00 AM,Under BIA Investigation,Supervisory Responsibilities Properly Direct Subordinate
1,01/01/2022 12:00:00 AM,Case Final,Conduct Unbecoming Violations Association with Felon
1,01/01/2020 12:00:00 AM,Administrative Closure Review,Operation/Personnel Violations Conduct Unbecoming
3,01/01/2020 12:00:00 AM,Administratively Closed,Excessive Force No Weapon No Injury
1,01/01/2020 12:00:00 AM,Under BIA Investigation,"Crime Misconduct Assault/Battery, etc."
3,01/01/2022 12:00:00 AM,Case Final,Conduct Unbecoming Violations Weapon Irregularity Lost/Stolen Weapon
1,01/01/2020 12:00:00 AM,Case Final,Alcohol/Drug Abuse
25,01/01/2023 12:00:00 AM,Under District Investigation,Civil Rights Violation Improper Stop/Seizure Person Protective Pat Down
1,01/01/2022 12:00:00 AM,Case Final,Sexual Misconduct Improper Sexual Conduct Physical Minor
1,01/01/2023 12:00:00 AM,Suspended,Alcohol/Drug Abuse Intoxicated
4,01/01/2022 12:00:00 AM,Administratively Closed,Civil Rights Violation Improper Search Vehicle Excessive Damage
3,01/01/2022 12:00:00 AM,Under BIA Investigation,"Operation/Personnel Violations Leaving Assignment (District, Beat, Sector, Court)"
1,01/01/2019 12:00:00 AM,Case Final,Conduct Unbecoming Violations Weapon Irregularity Other
3,01/01/2023 12:00:00 AM,Administratively Closed,Traffic (Not Bribery/Excessive Force) Improper Processing/Reporting/Procedures Traffic Crash Report
3,01/01/2023 12:00:00 AM,Under District Investigation,Civil Rights Violation Improper Stop/Seizure Person Custodial Search
