FUND TYPE,FUND CODE,FUND DESCRIPTION,DEPARTMENT NUMBER,DEPARTMENT DESCRIPTION,APPROPRIATION AUTHORITY,APPROPRIATION AUTHORITY DESCRIPTION,APPROPRIATION ACCOUNT,APPROPRIATION ACCOUNT DESCRIPTION,2023 ORDINANCE (AMOUNT $)
LOCAL,0610,Chicago Midway Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,0937,For Cost and Administration of Hospital and Medical Expenses for Employees Injured on Duty Who Are Not Covered Under Workers' Compensation Act,70200.00
LOCAL,0740,Chicago O'Hare Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,0005,Salaries and Wages - on Payroll,20485566.00
LOCAL,0740,Chicago O'Hare Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,0008,For Payment of Retroactive Salaries,277850.00
LOCAL,0740,Chicago O'Hare Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,0015,Schedule Salary Adjustments,34986.00
LOCAL,0740,Chicago O'Hare Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,0020,Overtime,2060000.00
LOCAL,0740,Chicago O'Hare Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,0021,Sworn/Civilian Holiday Premium Pay,57500.00
LOCAL,0740,Chicago O'Hare Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,0022,Duty Availability,750000.00
LOCAL,0740,Chicago O'Hare Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,0024,Compensatory Time Payment,853000.00
LOCAL,0740,Chicago O'Hare Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,0027,Supervisors Quarterly Payment,110000.00
LOCAL,0740,Chicago O'Hare Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,0060,Specialty Pay,400000.00
LOCAL,0740,Chicago O'Hare Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,0070,Tuition Reimbursement and Educational Programs,70000.00
LOCAL,0740,Chicago O'Hare Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,0088,Furlough/Supervisors Compensation Time Buy-Back,342000.00
LOCAL,0740,Chicago O'Hare Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,0091,Uniform Allowance,370000.00
LOCAL,0740,Chicago O'Hare Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,0937,For Cost and Administration of Hospital and Medical Expenses for Employees Injured on Duty Who Are Not Covered Under Workers' Compensation Act,172800.00
LOCAL,0994,Controlled Substances Fund,57,Chicago Police Department,1005,Chicago Police Department,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,100000.00
LOCAL,0B25,Chicago Police CTA Detail Fund,57,Chicago Police Department,1005,Chicago Police Department,0006,Salary Provision,30000000.00
LOCAL,0100,Corporate Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0005,Salaries and Wages - on Payroll,10548200.00
LOCAL,0100,Corporate Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0015,Schedule Salary Adjustments,49790.00
LOCAL,0100,Corporate Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0020,Overtime,150000.00
LOCAL,0100,Corporate Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0039,For the Employment of Students as Trainees,21000.00
LOCAL,0100,Corporate Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0091,Uniform Allowance,18150.00
LOCAL,0100,Corporate Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,15500.00
LOCAL,0100,Corporate Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0152,Advertising,900.00
LOCAL,0100,Corporate Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0153,Promotions,1050.00
LOCAL,0100,Corporate Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0162,Repair/Maintenance of Equipment,21050.00
LOCAL,0100,Corporate Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0166,"Dues, Subscriptions and Memberships",1505.00
LOCAL,0100,Corporate Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0178,Freight and Express Charges,300.00
LOCAL,0100,Corporate Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0245,Reimbursement to Travelers,1555.00
LOCAL,0100,Corporate Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0270,Local Transportation,400.00
LOCAL,0100,Corporate Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0319,Clothing,105900.00
LOCAL,0100,Corporate Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0340,Material and Supplies,32250.00
LOCAL,0100,Corporate Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0348,Books and Related Material,250.00
LOCAL,0100,Corporate Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0350,Stationery and Office Supplies,2400.00
LOCAL,0100,Corporate Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0423,Communication Devices,8000.00
LOCAL,0100,Corporate Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,9438,"For Services Provided by the Department of Assets, Information, and Services",40000.00
LOCAL,0353,Emergency Communication Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0005,Salaries and Wages - on Payroll,49947403.00
LOCAL,0353,Emergency Communication Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0012,Contract Wage Increment - Prevailing Rate,27234.00
LOCAL,0353,Emergency Communication Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0015,Schedule Salary Adjustments,497674.00
LOCAL,0353,Emergency Communication Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0020,Overtime,5670000.00
LOCAL,0353,Emergency Communication Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0091,Uniform Allowance,241000.00
LOCAL,0353,Emergency Communication Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0125,Office and Building Services,1777000.00
LOCAL,0353,Emergency Communication Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0138,For Professional Services for Information Technology Maintenance,95000.00
LOCAL,0353,Emergency Communication Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,2076000.00
LOCAL,0353,Emergency Communication Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0166,"Dues, Subscriptions and Memberships",23680.00
LOCAL,0353,Emergency Communication Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0245,Reimbursement to Travelers,7000.00
LOCAL,0353,Emergency Communication Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0319,Clothing,70014.00
LOCAL,0353,Emergency Communication Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0340,Material and Supplies,16200.00
LOCAL,0353,Emergency Communication Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0350,Stationery and Office Supplies,1800.00
LOCAL,0353,Emergency Communication Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,9295,Consent Decree,20000.00
LOCAL,0610,Chicago Midway Airport Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0005,Salaries and Wages - on Payroll,1777387.00
LOCAL,0610,Chicago Midway Airport Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0015,Schedule Salary Adjustments,18828.00
LOCAL,0610,Chicago Midway Airport Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0020,Overtime,145000.00
LOCAL,0610,Chicago Midway Airport Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0091,Uniform Allowance,8650.00
LOCAL,0610,Chicago Midway Airport Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0319,Clothing,90000.00
LOCAL,0740,Chicago O'Hare Airport Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0005,Salaries and Wages - on Payroll,4031512.00
LOCAL,0740,Chicago O'Hare Airport Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0015,Schedule Salary Adjustments,67729.00
LOCAL,0740,Chicago O'Hare Airport Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0020,Overtime,185000.00
LOCAL,0740,Chicago O'Hare Airport Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0091,Uniform Allowance,14550.00
LOCAL,0740,Chicago O'Hare Airport Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,0319,Clothing,21445.00
LOCAL,0100,Corporate Fund,59,Chicago Fire Department,2005,Chicago Fire Department,0005,Salaries and Wages - on Payroll,497236340.00
LOCAL,0100,Corporate Fund,59,Chicago Fire Department,2005,Chicago Fire Department,0015,Schedule Salary Adjustments,3364484.00
LOCAL,0100,Corporate Fund,59,Chicago Fire Department,2005,Chicago Fire Department,0020,Overtime,45000000.00
LOCAL,0100,Corporate Fund,59,Chicago Fire Department,2005,Chicago Fire Department,0021,Sworn/Civilian Holiday Premium Pay,23045000.00
LOCAL,0100,Corporate Fund,59,Chicago Fire Department,2005,Chicago Fire Department,0022,Duty Availability,17993000.00
LOCAL,0100,Corporate Fund,59,Chicago Fire Department,2005,Chicago Fire Department,0024,Compensatory Time Payment,720000.00
LOCAL,0100,Corporate Fund,59,Chicago Fire Department,2005,Chicago Fire Department,0028,Cooperative Education Program,4579701.00
LOCAL,0100,Corporate Fund,59,Chicago Fire Department,2005,Chicago Fire Department,0060,Specialty Pay,18102553.00
LOCAL,0100,Corporate Fund,59,Chicago Fire Department,2005,Chicago Fire Department,0061,Driver's Differential,5000000.00
LOCAL,0100,Corporate Fund,59,Chicago Fire Department,2005,Chicago Fire Department,0062,Required Certifications,59000.00
LOCAL,0100,Corporate Fund,59,Chicago Fire Department,2005,Chicago Fire Department,0063,Fitness Benefit,900000.00
LOCAL,0100,Corporate Fund,59,Chicago Fire Department,2005,Chicago Fire Department,0070,Tuition Reimbursement and Educational Programs,490000.00
LOCAL,0100,Corporate Fund,59,Chicago Fire Department,2005,Chicago Fire Department,0088,Furlough/Supervisors Compensation Time Buy-Back,9000000.00
